activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300GAX7IKJUKCJE72,99999,CA,06009,06009000220,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,32,2,2,2,2,55000.0,39.50000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,49,47,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,1,3,9,,5849,27.51,87900,124,1729,2214,29
2024,549300GAX7IKJUKCJE72,99999,CA,06009,06009000400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,3,0,2,1,4,2,2,2,2,165000.0,68.37000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,73,>60%,2,9,1,,,,,2,,,,,2,2,1,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,6,,,,,1,,,,3862,21.6,87900,92,994,2228,43
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,75000.0,62.66000,7.000,1.041,2,502.65,NA,395.00,,,180,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,93,42,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5389,70.2,87900,102,1121,1850,41
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,1,3,5,1,NA,104,NA,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,9,,,,5389,70.2,87900,102,1121,1850,41
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,32,2,2,2,2,115000.0,58.15000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,109,44,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,5151,62.38,87900,89,1248,1671,38
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,32,1,2,2,2,295000.0,59.60000,7.500,0.490,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,103,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,5151,62.38,87900,89,1248,1671,38
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,2,2,75000.0,47.60000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,50%-60%,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,1,,,,4141,81.94,87900,106,582,1050,28
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Race Not Available,Joint,1,0,2,1,4,2,2,1,2,105000.0,69.93000,9.500,1.250,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,475000,1,1,3,5,1,NA,179,20%-<30%,2,9,1,11,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5389,70.2,87900,102,1121,1850,41
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,0,2,1,4,2,2,2,2,35000.0,64.50000,7.500,1.506,2,474.95,NA,395.00,,,84,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,92,41,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,5389,70.2,87900,102,1121,1850,41
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,2,2,2,2,2,65000.0,42.58000,8.250,2.309,2,494.90,NA,395.00,,,240,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,63,42,2,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,4141,81.94,87900,106,582,1050,28
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,2,2,2,2,2,45000.0,63.80000,8.500,2.631,2,489.95,NA,395.00,,,240,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,57,42,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,4141,81.94,87900,106,582,1050,28
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,75000.0,66.77000,7.240,0.643,2,474.95,NA,395.00,,,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,117,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5389,70.2,87900,102,1121,1850,41
2024,549300GAX7IKJUKCJE72,99999,CA,06011,06011000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,47,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4141,81.94,87900,106,582,1050,28
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013359102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,55000.0,49.44000,8.750,0.520,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,725000,1,1,3,5,1,NA,102,43,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5496,79.35,155700,85,1163,1430,51
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013302011,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,2,2,45000.0,71.22000,7.250,1.250,2,502.65,NA,395.00,,,180,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,159,38,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5401,72.3,155700,76,838,956,15
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013372000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,55000.0,53.54000,7.250,0.903,2,502.65,NA,395.00,,,240,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,79,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,8009,87.33,155700,60,1495,2511,72
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013332000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,185000.0,64.86000,7.750,1.179,2,502.65,NA,395.00,,,240,NA,NA,2,2,2,2,865000,1,1,3,5,1,NA,215,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7719,47.12,155700,97,2172,2763,58
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013355306,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,255000.0,49.40000,8.750,0.520,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,1405000,1,1,3,5,1,NA,323,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5000,26.24,155700,125,1503,1660,46
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013363000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,31,1,2,2,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,76,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,7612,74.78,155700,70,2094,2412,51
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013392202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,1,2,105000.0,62.36000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,665000,1,1,3,5,1,NA,94,50%-60%,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,55-64,No,No,1,1,6,,,,,1,,,,4889,80.77,155700,73,1045,1623,58
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013321200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,4,2,2,2,2,105000.0,58.57000,7.500,1.102,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,61,42,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5589,54.2,155700,79,908,1816,36
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013302009,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,85000.0,62.71000,8.750,0.530,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,795000,1,1,3,5,1,NA,137,44,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,7817,82.27,155700,97,1285,1868,22
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013308001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,75000.0,31.96000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,68,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,7770,66.82,155700,61,2127,2723,44
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013329000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,2,2,2,2,2,45000.0,78.87000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,96,46,2,9,2,,,,,2,,,,,2,2,2,23,,,,2,23,,,,2,2,1,1,2,2,45-54,55-64,No,No,1,1,6,,,,,1,6,,,6579,58.87,155700,78,1211,1892,57
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013355110,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,2,2,25000.0,62.30000,6.500,0.690,2,521.20,NA,395.00,,,84,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,113,40,2,9,1,,,,,1,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,4434,82.68,155700,79,808,1205,32
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303210,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,2,2,2,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,202,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3815,27.76,155700,87,1703,1946,19
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013359203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,2,2,2,2,2,255000.0,43.47000,7.750,1.341,2,531.20,NA,405.00,,,240,NA,NA,2,2,2,2,1085000,1,1,3,5,1,NA,197,20%-<30%,2,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,35-44,No,No,1,1,6,,,,,10,,,,7013,83.92,155700,95,1850,2381,39
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,815000.0,89.44000,6.375,0.272,2,8653.45,NA,1345.00,,,360,NA,84,2,2,2,2,915000,1,1,3,5,1,NA,223,49,1,10,2,,,,,5,,,,,2,4,2,23,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4700,53.6,155700,103,1184,1421,16
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013367100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,55000.0,50.83000,8.750,0.590,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,655000,1,1,3,5,1,NA,73,43,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5941,92.21,155700,56,899,1252,52
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013332000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,32,2,2,1,1,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,3,3,5,1,NA,366,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,7719,47.12,155700,97,2172,2763,58
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013313206,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,75000.0,79.94000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,58,>60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6342,89.96,155700,51,815,1434,51
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013329000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,2,2,105000.0,35.25000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,23,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,6579,58.87,155700,78,1211,1892,57
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013313204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,2,2,2,2,2,75000.0,38.47000,7.750,1.395,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,152,30%-<36%,2,10,2,,,,,5,,,,,2,4,2,23,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5704,77.96,155700,68,921,1500,47
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013321200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,1,1,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,NA,1,3,3,5,1,NA,78,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,5589,54.2,155700,79,908,1816,36
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013328000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,4,2,2,2,2,45000.0,79.01000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,112,40,2,9,2,,,,,3,,,,,2,2,2,23,,,,6,,,,,2,2,1,3,2,2,45-54,55-64,No,No,1,1,6,,,,,9,,,,2411,57.15,155700,53,72,240,36
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013381000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,205000.0,41.50000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,605000,1,1,3,5,1,NA,85,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,7261,92.25,155700,57,712,1880,62
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013374000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,1,1,2,2,2,785000.0,98.88000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,50,>60%,3,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,1,,,,,1,3,9,,4994,81.82,155700,60,929,1551,70
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013346203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,2,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,184,50%-60%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,1,,,,3966,23.35,155700,157,1431,1537,46
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013363000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,2,2,95000.0,41.04000,8.000,2.033,2,531.30,NA,395.00,,,180,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,100,40,2,9,11,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,25-34,No,No,1,1,6,,,,,10,,,,7612,74.78,155700,70,2094,2412,51
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,4,2,2,2,2,25000.0,59.48000,7.000,1.187,2,536.05,NA,405.00,,,84,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,109,39,2,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,1,1,6,,,,,10,,,,6966,59.35,155700,85,1316,1896,18
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013367100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,205000.0,77.27000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,605000,1,1,3,5,1,NA,62,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,5941,92.21,155700,56,899,1252,52
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013308001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,1,2,2,2,2,25000.0,57.19000,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,775000,1,1,3,5,2,NA,57,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,7770,66.82,155700,61,2127,2723,44
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013355109,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,55000.0,66.52000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,68,>60%,2,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,7167,74.27,155700,87,1389,1861,29
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303209,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,1,2,105000.0,85.59000,NA,NA,3,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,915000,1,1,3,5,1,NA,259,43,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,4,,,,5403,65.63,155700,99,1256,1393,13
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303207,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,35000.0,30.95000,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,58,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,6600,81.23,155700,75,1039,1619,22
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013337300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,1,1,1,1,2,2,2,1145000.0,89.28000,7.125,1.477,2,27871.62,NA,21121.99,19776.99,,360,NA,NA,2,2,2,2,1285000,1,1,3,5,1,NA,334,47,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,6147,37.45,155700,114,1873,2201,52
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013366002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,45000.0,69.61000,8.750,2.273,2,497.60,NA,395.00,,,240,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,67,49,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6525,93.66,155700,49,802,1465,53
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013303106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,185000.0,45.44000,9.750,1.590,2,NA,NA,NA,NA,NA,300,NA,3,2,1,2,2,665000,1,1,3,5,1,NA,91,42,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,7021,61.27,155700,72,1749,2197,19
2024,549300GAX7IKJUKCJE72,36084,CA,06013,06013304004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,2,2,2,2,2,65000.0,55.72000,8.500,2.421,2,521.20,NA,395.00,,,180,NA,NA,2,2,2,2,865000,1,1,3,5,1,NA,201,37,2,9,3,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3621,27.17,155700,99,1336,1767,33
